TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent
"1. NCCL_ROOT auto check - I guess it is done automatically. Though it's not mentioned explicitly anywhere. Hence asked here - https://stackoverflow.com/questions/59783425/does-cmake-find-path-find-library-search-for-packagename-root-by-default

2. > Also it seems none of the other Find modules check the X_LIB_DIR and X_LIB_DIR env variables.

Not sure what you implying? You think that is superfluous too? ",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r367813676,ChaiBapchya,2020-01-17 08:18:02,17239,17297,Build bug,0,1. NCCL_ROOT auto check - I guess it is done automatically. Though it's not mentioned explicitly anywhere. Hence asked here - [url] 2. > Also it seems none of the other Find modules check the X_LIB_DIR and X_LIB_DIR env variables. Not sure what you implying? You think that is superfluous too?
"Sorry for being picky, but isn't the indent supposed to be 2 space for all?",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r368079950,apeforest,2020-01-17 18:41:04,17239,17297,Build bug,0,"Sorry for being picky, but isn't the indent supposed to be 2 space for all?"
What happens if not UNIX? is there any error/warning message issued?,PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r368080668,apeforest,2020-01-17 18:42:49,17239,17297,Build bug,0,What happens if not UNIX? is there any error/warning message issued?
"1. Autocheck will be done provided `NO_DEFAULT_PATH` or `NO_PACKAGE_ROOT_PATH` are not set. So I'm assuming that's the case.
Refer : https://stackoverflow.com/questions/59783425/does-cmake-find-path-find-library-search-for-packagename-root-by-default/59788313#59788313
",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r368081829,ChaiBapchya,2020-01-17 18:45:52,17239,17297,Build bug,0,1. Autocheck will be done provided [code] or [code] are not set. So I'm assuming that's the case. Refer : [url]#59788313
A variable will be set to not found. The calling cmake module needs to check that variable and error out if nccl is required. ,PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r368082784,leezu,2020-01-17 18:48:15,17239,17297,Build bug,0,A variable will be set to not found. The calling cmake module needs to check that variable and error out if nccl is required.
"1. Yes, you should remove the manual checks for `NCCL_ROOT`.

2. I don't think it's superfluous (ie it does something), but it seems not necessary because it seems non-standard (ie other Find modules don't check the environment variables, so it's not expected that you check them here)",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r368281540,leezu,2020-01-19 10:05:59,17239,17297,Build bug,0,"1. Yes, you should remove the manual checks for [code]. 2. I don't think it's superfluous (ie it does something), but it seems not necessary because it seems non-standard (ie other Find modules don't check the environment variables, so it's not expected that you check them here)"
"> You can also set(ENV{variable_name} value) and get $ENV{variable_name} environment variables, though it is generally a very good idea to avoid them.

https://cliutils.gitlab.io/modern-cmake/chapters/basics/variables.html

Should the env variable checks here be removed? You could just delete these 3 lines.",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r369298016,leezu,2020-01-21 23:24:38,17239,17297,Build bug,0,"> You can also set(ENV{variable_name} value) and get $ENV{variable_name} environment variables, though it is generally a very good idea to avoid them. [url] Should the env variable checks here be removed? You could just delete these 3 lines."
"So I am guessing I should remove it here too?
https://github.com/apache/incubator-mxnet/blob/a9abba5a934755813481e6583435298a0c317957/cmake/Modules/FindNVTX.cmake#L18

",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r369303550,ChaiBapchya,2020-01-21 23:43:33,17239,17297,Build bug,0,So I am guessing I should remove it here too? [url]#L18
"or is it specifically to do with ENV vars. In that case we can set """" to these 3 variables - NCCL_ROOT, NCCL_INCLUDE_DIR and NCCL_LIB_DIR
Since that seems to be the norm",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r369304098,ChaiBapchya,2020-01-21 23:45:33,17239,17297,Build bug,0,"or is it specifically to do with ENV vars. In that case we can set """" to these 3 variables - NCCL_ROOT, NCCL_INCLUDE_DIR and NCCL_LIB_DIR Since that seems to be the norm"
@ChaiBapchya let's focus on one thing in a PR. I would change the NVTX_ROOT_DIR in separate PR if needed.,PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r369304872,apeforest,2020-01-21 23:48:07,17239,17297,Build bug,0,@ChaiBapchya let's focus on one thing in a PR. I would change the NVTX_ROOT_DIR in separate PR if needed.
"@ChaiBapchya Yes, for this PR my concern is only that you are introducing environment variable depencies, which is not standard practice and not needed.
So for this PR, let's just remove the 3 lines.
For a later PR, NVTX can be refactored.",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r369329996,leezu,2020-01-22 01:25:46,17239,17297,Build bug,0,"@ChaiBapchya Yes, for this PR my concern is only that you are introducing environment variable depencies, which is not standard practice and not needed. So for this PR, let's just remove the 3 lines. For a later PR, NVTX can be refactored."
"@leezu Setting empty string to a cache variable does serve a purpose (declaring a variable so as to check if it is set or not in future)
So if NCCL_ROOT_DIR is not already set then it assigns a default value to it (right now since we have deleted this line, if variable is not set via command line, it won't exist -> hence can't use it in this file)

Conclusion - we should have that line of empty string as default value for a cache variable.

What do you think?

https://stackoverflow.com/questions/59867283/whats-the-point-of-using-empty-string-to-set-cache-variable-in-cmake/59868538#59868538",PrComment,https://github.com/apache/mxnet/pull/17297#discussion_r369890499,ChaiBapchya,2020-01-23 01:16:36,17239,17297,Build bug,0,"@leezu Setting empty string to a cache variable does serve a purpose (declaring a variable so as to check if it is set or not in future) So if NCCL_ROOT_DIR is not already set then it assigns a default value to it (right now since we have deleted this line, if variable is not set via command line, it won't exist -> hence can't use it in this file) Conclusion - we should have that line of empty string as default value for a cache variable. What do you think? [url]#59868538"
"Isn't this covered by the first line? If not, should we expand the pattern for the first line instead?",PrComment,https://github.com/apache/mxnet/pull/17348#discussion_r367790272,szha,2020-01-17 06:49:04,17292,17348,Build bug,0,"Isn't this covered by the first line? If not, should we expand the pattern for the first line instead?"
I believe the first line misses the prefix before MX. Not sure if we want to whitelist all ```*MX*``` APIs.,PrComment,https://github.com/apache/mxnet/pull/17348#discussion_r368088331,apeforest,2020-01-17 19:01:21,17292,17348,Build bug,0,I believe the first line misses the prefix before MX. Not sure if we want to whitelist all ``[code]`` APIs.
Let's fix the first line then,PrComment,https://github.com/apache/mxnet/pull/17348#discussion_r368258561,szha,2020-01-19 01:28:33,17292,17348,Build bug,0,Let's fix the first line then
Updated. Please review again. Thanks!,PrComment,https://github.com/apache/mxnet/pull/17348#discussion_r368266596,apeforest,2020-01-19 05:17:29,17292,17348,Build bug,0,Updated. Please review again. Thanks!
"nitpick
```suggestion
    """"""Download a given URL
```",PrComment,https://github.com/apache/mxnet/pull/17372#discussion_r368258140,ChaiBapchya,2020-01-19 01:15:48,17332,17372,Deployment bug,0,nitpick ``[code]``
"From the doc:

>  Whether the name can be used to open the file a second time, while the named temporary file is still open, varies across platforms (it can be so used on Unix; it cannot on Windows NT or later). If delete is true (the default), the file is deleted as soon as it is closed.

Here you are taking the file name of the opened file, passing it to download and therein opening it again. One workaround is to work with the open file object itself when using `tempfile.NamedTemporaryFile`.

Reference https://docs.python.org/2/library/tempfile.html",PrComment,https://github.com/apache/mxnet/pull/17372#discussion_r370251465,leezu,2020-01-23 17:21:26,17332,17372,Deployment bug,0,"From the doc: > Whether the name can be used to open the file a second time, while the named temporary file is still open, varies across platforms (it can be so used on Unix; it cannot on Windows NT or later). If delete is true (the default), the file is deleted as soon as it is closed. Here you are taking the file name of the opened file, passing it to download and therein opening it again. One workaround is to work with the open file object itself when using [code]. Reference [url]"
Thanks for the comment! That makes me think NamedTemporaryFile and TemporaryFile are quite restricted. I have to modify other functions that uses this file so that they operate on the open file object itself. For now I'll fallback to the previous method where the file is explicitly cleaned up. ,PrComment,https://github.com/apache/mxnet/pull/17372#discussion_r370283042,eric-haibin-lin,2020-01-23 18:28:25,17332,17372,Deployment bug,0,Thanks for the comment! That makes me think NamedTemporaryFile and TemporaryFile are quite restricted. I have to modify other functions that uses this file so that they operate on the open file object itself. For now I'll fallback to the previous method where the file is explicitly cleaned up.
Yes. You can set `delete=False` and this restriction should go away.,PrComment,https://github.com/apache/mxnet/pull/17372#discussion_r370284078,leezu,2020-01-23 18:30:38,17332,17372,Deployment bug,0,Yes. You can set [code] and this restriction should go away.
"I think @apeforest suggested using `TemporaryFile` because it can be automatically cleaned up. If we need to cleanup ourselves, then there's not much difference using it or not",PrComment,https://github.com/apache/mxnet/pull/17372#discussion_r370324247,eric-haibin-lin,2020-01-23 19:56:16,17332,17372,Deployment bug,0,"I think @apeforest suggested using [code] because it can be automatically cleaned up. If we need to cleanup ourselves, then there's not much difference using it or not"
you should also change the comment line here.,PrComment,https://github.com/apache/mxnet/pull/17386#discussion_r368431866,TaoLv,2020-01-20 09:04:22,17352,17386,Test bug,0,you should also change the comment line here.
I don't remember the reason why we need to write this way in the first place. @ChaiBapchya could you please review. @connorgoggins Have you run through existing tests to make sure this does not break any existing usage?,PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382340355,apeforest,2020-02-21 00:46:22,17640,17642,Code bug,0,I don't remember the reason why we need to write this way in the first place. @ChaiBapchya could you please review. @connorgoggins Have you run through existing tests to make sure this does not break any existing usage?
"@apeforest yes, ran full OpPerf suite with Python profiler with this change and everything passed (see results [here](https://gist.github.com/connorgoggins/1202852d45e106f9e4d1959e1ffd1985)).",PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382346393,connorgoggins,2020-02-21 01:05:59,17640,17642,Code bug,0,"@apeforest yes, ran full OpPerf suite with Python profiler with this change and everything passed (see results [here]([url]"
"So the args that are passed to this function are
args[0] = op
args[1] = warmup / runs (number of times to run for warmup or number of times to run)
args[2] - rest of the args

https://github.com/apache/incubator-mxnet/blob/9dcf71d8fe33f77ed316a95fcffaf1f7f883ff70/benchmark/opperf/utils/benchmark_utils.py#L114

https://github.com/apache/incubator-mxnet/blob/9dcf71d8fe33f77ed316a95fcffaf1f7f883ff70/benchmark/opperf/utils/benchmark_utils.py#L121

The way it worked for native MXNet CPP profiler is that you could pass the runs (and it would capture the time for each value along with mean/max, etc)

But for Python's time it function, we had to manually run the `for loop` for the number of runs.
So that's what I did there

1. we copy the number of runs in a variable in run and then run it that many number of times 
2. For each run, we use python time it function to time it and then take average, mean, max, etc values for each of those individual python time runs.

Makes sense? @apeforest ",PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382350528,ChaiBapchya,2020-02-21 01:23:03,17640,17642,Code bug,0,"So the args that are passed to this function are args[0] = op args[1] = warmup / runs (number of times to run for warmup or number of times to run) args[2] - rest of the args [url]#L114 [url]#L121 The way it worked for native MXNet CPP profiler is that you could pass the runs (and it would capture the time for each value along with mean/max, etc) But for Python's time it function, we had to manually run the [code] for the number of runs. So that's what I did there 1. we copy the number of runs in a variable in run and then run it that many number of times 2. For each run, we use python time it function to time it and then take average, mean, max, etc values for each of those individual python time runs. Makes sense? @apeforest"
"@ChaiBapchya So basically you are saying we don't need to do this modified_args for python profiler, right? So @connorgoggins change is valid?",PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382418032,apeforest,2020-02-21 06:35:57,17640,17642,Code bug,0,"@ChaiBapchya So basically you are saying we don't need to do this modified_args for python profiler, right? So @connorgoggins change is valid?"
We **do** need to modify the args to meet the requirement for capturing per run timing info using python's time_it function. This needs to handled in a way that doesn't break existing native profiler.,PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382762557,ChaiBapchya,2020-02-21 19:24:40,17640,17642,Code bug,0,We **do** need to modify the args to meet the requirement for capturing per run timing info using python's time_it function. This needs to handled in a way that doesn't break existing native profiler.
"@connorgoggins @apeforest 
If we pass the *args as is, it will still have
args[0] as op
args[1] as runs
For eg if user passed runs as 10

So the native profiler would run 10 times and so will the for loop run 10 times (for timing Python profiler)

Coz the func here is nd_forward_backward_profile or nd_forward_profile (both take runs as a parameter)",PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382762705,ChaiBapchya,2020-02-21 19:24:59,17640,17642,Code bug,0,"@connorgoggins @apeforest If we pass the *args as is, it will still have args[0] as op args[1] as runs For eg if user passed runs as 10 So the native profiler would run 10 times and so will the for loop run 10 times (for timing Python profiler) Coz the func here is nd_forward_backward_profile or nd_forward_profile (both take runs as a parameter)"
Now it looks good!,PrComment,https://github.com/apache/mxnet/pull/17642#discussion_r382768475,ChaiBapchya,2020-02-21 19:37:17,17640,17642,Code bug,0,Now it looks good!
"There's reference implementation in mkldnn that uses a different threshold and also does type cast. https://github.com/intel/mkl-dnn/commit/23f45a2e4cb4158e6111d3e59d91b66038636edb#diff-b476290dff3dd01b30438be4ae713928R174

Shall we adopt the same logic for consistency?",PrComment,https://github.com/apache/mxnet/pull/17849#discussion_r393266735,szha,2020-03-16 19:36:34,17844,17849,Processor bug,1,There's reference implementation in mkldnn that uses a different threshold and also does type cast. [url]#diff-b476290dff3dd01b30438be4ae713928R174 Shall we adopt the same logic for consistency?
"From the test I did - difference between `logf(1 + expf(20)) - 20` is 0 already, so I think there should not be any difference (and if anything, going to max float should give less precision).",PrComment,https://github.com/apache/mxnet/pull/17849#discussion_r393270412,ptrendx,2020-03-16 19:44:27,17844,17849,Processor bug,1,"From the test I did - difference between [code] is 0 already, so I think there should not be any difference (and if anything, going to max float should give less precision)."
"I took the reference threshold from MxNets own [mshadow impl](https://github.com/apache/incubator-mxnet/blob/ea2dabaae5e1453572c9105f77322977bd14c108/src/operator/mshadow_op.h#L420).

`log(1 + exp(v))` is litteraly the same floating point value as `v` for float32 and `15.004232 <= v < 88.72284`. For `v < 15.004232`, there is a non-zero difference `log(1 + exp(v)) - v`, and for `v >= 88.72284`, `exp(v)` is `+inf`.

Given that choosing any value in that range should yield exactly the same results, I would intuitively pick a lower value since it skips the `log(1+exp(v))` computation in favour of identity `v` earlier.

Although, I guess, `88.72284` is slightly less ""magic number""  than `20`, since it's `log(FLT_MAX)`.

I am not particularly committed to either version, so the final decision is up to you",PrComment,https://github.com/apache/mxnet/pull/17849#discussion_r393288295,RuRo,2020-03-16 20:21:25,17844,17849,Processor bug,1,"I took the reference threshold from MxNets own [mshadow impl]([url]#L420). [code] is litteraly the same floating point value as [code] for float32 and [code]. For [code], there is a non-zero difference [code], and for [code], [code] is [code]. Given that choosing any value in that range should yield exactly the same results, I would intuitively pick a lower value since it skips the [code] computation in favour of identity [code] earlier. Although, I guess, [code] is slightly less ""magic number"" than [code], since it's [code]. I am not particularly committed to either version, so the final decision is up to you"
OK,PrComment,https://github.com/apache/mxnet/pull/17849#discussion_r393296479,szha,2020-03-16 20:39:26,17844,17849,Processor bug,1,OK
"This has to be true. Otherwise, a single change will result in a full rebuild, drastically increasing build times.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408411038,marcoabreu,2020-04-14 20:21:31,18061,18056,Test bug,1,"This has to be true. Otherwise, a single change will result in a full rebuild, drastically increasing build times."
"I don't mind changing it to `True`, but the existing behaviour before introducing the flag was `False`.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408419117,leezu,2020-04-14 20:36:11,18061,18056,Test bug,1,"I don't mind changing it to [code], but the existing behaviour before introducing the flag was [code]."
"One issue I noted during local development when setting this to `True`, is that my disk can fill up very quickly because Docker will not clean any of the cached layers automatically.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408419434,leezu,2020-04-14 20:36:49,18061,18056,Test bug,1,"One issue I noted during local development when setting this to [code], is that my disk can fill up very quickly because Docker will not clean any of the cached layers automatically."
"Well there has been some back and forth between refactors - maybe somebody removed it :/. Initially, I designed it that way that intermediary layers were kept since that's the whole point of the partial cache. This test validates that assumption: https://github.com/apache/incubator-mxnet/blob/master/ci/test_docker_cache.py#L184

Note that this test suite is not run in CI...",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408426593,marcoabreu,2020-04-14 20:49:51,18061,18056,Test bug,1,"Well there has been some back and forth between refactors - maybe somebody removed it :/. Initially, I designed it that way that intermediary layers were kept since that's the whole point of the partial cache. This test validates that assumption: [url]#L184 Note that this test suite is not run in CI..."
Well you can't have everything - either partial caching and manual cleanup or automatic cleanup but no partial caching. I think it is fine to expect that people use docker purge every now and then.,PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408427070,marcoabreu,2020-04-14 20:50:46,18061,18056,Test bug,1,Well you can't have everything - either partial caching and manual cleanup or automatic cleanup but no partial caching. I think it is fine to expect that people use docker purge every now and then.
"Does the CI docker purge automatically? My docker cache quickly grow by 200GB after developing locally with the intermediate caching enabled. It's fine to purge time to time manually, but it's better to automate this.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408450992,leezu,2020-04-14 21:36:54,18061,18056,Test bug,1,"Does the CI docker purge automatically? My docker cache quickly grow by 200GB after developing locally with the intermediate caching enabled. It's fine to purge time to time manually, but it's better to automate this."
"> Note that this test suite is not run in CI...

Is it possible to run this suite in CI? If so, would you like to help enable it?",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408453141,leezu,2020-04-14 21:41:27,18061,18056,Test bug,1,"> Note that this test suite is not run in CI... Is it possible to run this suite in CI? If so, would you like to help enable it?"
"For reference, you removed the `rm=false` yourself in f107397b753ff08bb19e7572bc1a9ebedd832f88
",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408487032,leezu,2020-04-14 23:07:39,18061,18056,Test bug,1,"For reference, you removed the [code] yourself in f107397b753ff08bb19e7572bc1a9ebedd832f88"
"CI does not docker purge automatically. But since the lifecycle of unix slaves is very very short, it's not an issue. Also, in 99% of the cases, no new layers are built and only the cache is used, so the likelyhood of a single slave regenerating a lot of new mismatching layers is quite low. On a dev machine though, that's a different case.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408509009,marcoabreu,2020-04-15 00:17:50,18061,18056,Test bug,1,"CI does not docker purge automatically. But since the lifecycle of unix slaves is very very short, it's not an issue. Also, in 99% of the cases, no new layers are built and only the cache is used, so the likelyhood of a single slave regenerating a lot of new mismatching layers is quite low. On a dev machine though, that's a different case."
"Yeah it should be possible. It will just cause issues if the test fails since that might mean that stuff gets left dangling, but due to the mentioned lifecycle, that shouldn't have a big impact.

Feel free to enable it.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408509392,marcoabreu,2020-04-15 00:18:56,18061,18056,Test bug,1,"Yeah it should be possible. It will just cause issues if the test fails since that might mean that stuff gets left dangling, but due to the mentioned lifecycle, that shouldn't have a big impact. Feel free to enable it."
"Good catch! I can't fully recall what was the thing around --rm=false, but I recall that I wrote tests to cover all these unknowns. Rule of thumb is that if the tests pass, we're good to go (given they use the same parameters of course).",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408509652,marcoabreu,2020-04-15 00:19:46,18061,18056,Test bug,1,"Good catch! I can't fully recall what was the thing around --rm=false, but I recall that I wrote tests to cover all these unknowns. Rule of thumb is that if the tests pass, we're good to go (given they use the same parameters of course)."
"> CI does not docker purge automatically. But since the lifecycle of unix slaves is very very short, it's not an issue

If the intermediate containers are only kept on the slave, and we only generate them in PRs that change the Dockerfile, I think we don't need to use them at all on CI. `--rm=false` then seems only useful for development.",PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408513268,leezu,2020-04-15 00:32:08,18061,18056,Test bug,1,"> CI does not docker purge automatically. But since the lifecycle of unix slaves is very very short, it's not an issue If the intermediate containers are only kept on the slave, and we only generate them in PRs that change the Dockerfile, I think we don't need to use them at all on CI. [code] then seems only useful for development."
Yep exactly. But please make sure that the tests pass before merging - otherwise we might break the partial caching.,PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408515877,marcoabreu,2020-04-15 00:41:55,18061,18056,Test bug,1,Yep exactly. But please make sure that the tests pass before merging - otherwise we might break the partial caching.
This PR does not change the status quo. There is no risk.,PrComment,https://github.com/apache/mxnet/pull/18056#discussion_r408536446,leezu,2020-04-15 01:58:43,18061,18056,Test bug,1,This PR does not change the status quo. There is no risk.
https://docs.python.org/3/library/os.path.html#os.path.dirname ?,PrComment,https://github.com/apache/mxnet/pull/18323#discussion_r427732782,leezu,2020-05-20 04:20:48,18322,18323,Test bug,0,[url]#os.path.dirname ?
"We should use
```
LOG(FATAL) << ""NotImplementedError: xxx setting for yyy op is not implemented yet."";
```",PrComment,https://github.com/apache/mxnet/pull/18393#discussion_r429599165,szha,2020-05-24 04:57:03,18353,18393,Data bug,0,We should use ``[code]``
you can delete this,PrComment,https://github.com/apache/mxnet/pull/18515#discussion_r437033495,leezu,2020-06-08 22:21:36,18491,18515,Version compatibility bug,0,you can delete this
"Done.

Sorry for the mess, my first PR....",PrComment,https://github.com/apache/mxnet/pull/18515#discussion_r437036705,andevellicus,2020-06-08 22:30:15,18491,18515,Version compatibility bug,0,"Done. Sorry for the mess, my first PR...."
"```suggestion
```",PrComment,https://github.com/apache/mxnet/pull/18515#discussion_r437984016,iblislin,2020-06-10 09:21:27,18491,18515,Version compatibility bug,0,``[code]``
"```suggestion
  shape = collect(m.match for m ∈ eachmatch(r""\d+"", str))
```",PrComment,https://github.com/apache/mxnet/pull/18515#discussion_r437984517,iblislin,2020-06-10 09:22:18,18491,18515,Version compatibility bug,0,``[code]``
why the fixed dtype?,PrComment,https://github.com/apache/mxnet/pull/18689#discussion_r453087239,szha,2020-07-10 21:34:12,18680,18689,Documentation bug,0,why the fixed dtype?
That's a question for @xidulu ,PrComment,https://github.com/apache/mxnet/pull/18689#discussion_r453097047,leezu,2020-07-10 22:02:17,18680,18689,Documentation bug,0,That's a question for @xidulu
"Since _value_  is a a python scalar, the default output’s dtype would be float64, which is inconsistent DeepNumpy’s behavior.",PrComment,https://github.com/apache/mxnet/pull/18689#discussion_r453139086,xidulu,2020-07-11 01:35:24,18680,18689,Documentation bug,0,"Since _value_ is a a python scalar, the default output’s dtype would be float64, which is inconsistent DeepNumpy’s behavior."
"@xidulu I see. That makes sense. We do have a flag for determining whether the output type should follow numpy convention or not. You can find it here:
https://github.com/apache/incubator-mxnet/blob/master/python/mxnet/util.py#L1076-L1092

It would be great if that convention is observed.",PrComment,https://github.com/apache/mxnet/pull/18689#discussion_r453140667,szha,2020-07-11 01:51:22,18680,18689,Documentation bug,0,@xidulu I see. That makes sense. We do have a flag for determining whether the output type should follow numpy convention or not. You can find it here: [url]#L1076-L1092 It would be great if that convention is observed.
"@szha  Ur right, this decorator should be taking into account. 
I will try to figure out a way to let these utilities be aware of the type flag.",PrComment,https://github.com/apache/mxnet/pull/18689#discussion_r453144899,xidulu,2020-07-11 02:39:19,18680,18689,Documentation bug,0,"@szha Ur right, this decorator should be taking into account. I will try to figure out a way to let these utilities be aware of the type flag."
we also no longer offer these and instead only support 3.6+,PrComment,https://github.com/apache/mxnet/pull/18850#discussion_r464608285,szha,2020-08-03 19:08:49,18849,18850,Build bug,0,we also no longer offer these and instead only support 3.6+
how is this related to the cached graph and cached op fields?,PrComment,https://github.com/apache/mxnet/pull/18853#discussion_r464607166,szha,2020-08-03 19:06:26,18843,18853,Deployment bug,0,how is this related to the cached graph and cached op fields?
The _var is used as input,PrComment,https://github.com/apache/mxnet/pull/18853#discussion_r464655416,leezu,2020-08-03 20:51:17,18843,18853,Deployment bug,0,The _var is used as input
fyi @zhreshold I added these ops to npx,PrComment,https://github.com/apache/mxnet/pull/18972#discussion_r474200033,szha,2020-08-20 18:50:47,18927,18972,Data bug,1,fyi @zhreshold I added these ops to npx
You will need to also implement kAddTo.,PrComment,https://github.com/apache/mxnet/pull/19044#discussion_r479817156,sxjscience,2020-08-30 21:22:25,19043,19044,Algorithm design bug,1,You will need to also implement kAddTo.
Need to investigate if it's possible to remove the reinterpret_cast.,PrComment,https://github.com/apache/mxnet/pull/19044#discussion_r479891282,sxjscience,2020-08-31 05:12:39,19043,19044,Algorithm design bug,1,Need to investigate if it's possible to remove the reinterpret_cast.
Need to raise an error when mode is not constant.,PrComment,https://github.com/apache/mxnet/pull/19044#discussion_r479891385,sxjscience,2020-08-31 05:13:09,19043,19044,Algorithm design bug,1,Need to raise an error when mode is not constant.
"> Need to investigate if it's possible to remove the reinterpret_cast.

Thanks. I am trying to avoid using 'reinterpret_cast'.
",PrComment,https://github.com/apache/mxnet/pull/19044#discussion_r479992647,ryanwentaoxu,2020-08-31 08:59:12,19043,19044,Algorithm design bug,1,> Need to investigate if it's possible to remove the reinterpret_cast. Thanks. I am trying to avoid using 'reinterpret_cast'.
also try to add test case for `add`.,PrComment,https://github.com/apache/mxnet/pull/19044#discussion_r479995832,sxjscience,2020-08-31 09:05:07,19043,19044,Algorithm design bug,1,also try to add test case for [code].
looks like `--show-current` breaks the `prepare` process,PrComment,https://github.com/apache/mxnet/pull/19190#discussion_r491651187,ys2843,2020-09-20 04:33:45,18913,19190,Visualization bug,1,looks like [code] breaks the [code] process
nit: remove comment,PrComment,https://github.com/apache/mxnet/pull/19378#discussion_r508850860,mseth10,2020-10-20 21:28:18,19360,19378,Test bug,0,nit: remove comment
I'm not sure if the indentation here is correct.,PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r520184777,sxjscience,2020-11-09 23:23:57,19463,19488,Data bug,1,I'm not sure if the indentation here is correct.
What are your doubts? `Else` clause on line 95 aligns with `for` on line 91 - it gets executed if the loop completes without a break.,PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r520194107,mk-61,2020-11-09 23:49:00,19463,19488,Data bug,1,What are your doubts? [code] clause on line 95 aligns with [code] on line 91 - it gets executed if the loop completes without a break.
Thanks for clarifying.,PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r520221070,sxjscience,2020-11-10 01:08:33,19463,19488,Data bug,1,Thanks for clarifying.
Can we try to narrow the scope to `function`?,PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r526578507,sxjscience,2020-11-19 03:56:16,19463,19488,Data bug,1,Can we try to narrow the scope to [code]?
"It doesn't matter. The only reason I put scope='module' here is that amp.init() is called once per module. But even that doesn't matter much, since all subsequent calls would be a noop.
Regardless of what you declare in pytest amp.init() cannot be undone, at least with the current API.",PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r526583980,mk-61,2020-11-19 04:17:34,19463,19488,Data bug,1,"It doesn't matter. The only reason I put scope='module' here is that amp.init() is called once per module. But even that doesn't matter much, since all subsequent calls would be a noop. Regardless of what you declare in pytest amp.init() cannot be undone, at least with the current API."
"Should we add a utility to disable amp? If it is too much work to add quickly, you may add a separate pytest call in the `runtime_functions.sh` file for the amp test files.",PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r526584389,leezu,2020-11-19 04:19:27,19463,19488,Data bug,1,"Should we add a utility to disable amp? If it is too much work to add quickly, you may add a separate pytest call in the [code] file for the amp test files."
"In fact, the amp in pytorch is implemented as a context manager.",PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r526592545,sxjscience,2020-11-19 04:50:32,19463,19488,Data bug,1,"In fact, the amp in pytorch is implemented as a context manager."
"I agree it's a nifty API to enable/disable AMP with a context manager, but would definitely require a separate, non-trivial change.
For now, to unblock this PR, moved amp_init tests into a separate process.",PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r527138082,mk-61,2020-11-19 19:20:24,19463,19488,Data bug,1,"I agree it's a nifty API to enable/disable AMP with a context manager, but would definitely require a separate, non-trivial change. For now, to unblock this PR, moved amp_init tests into a separate process."
@mk-61 would you like to help create a tracking issue for that change? It sounds like something we should do before the stable 2.0 release,PrComment,https://github.com/apache/mxnet/pull/19488#discussion_r527151701,leezu,2020-11-19 19:42:42,19463,19488,Data bug,1,@mk-61 would you like to help create a tracking issue for that change? It sounds like something we should do before the stable 2.0 release
